Filename,Run Count,Last Run Date
"C:\Users\cppmo_000\Documents\2020\ninmonkeys.com ┐ main\Power BI\random generation powerquery\random sales table.pbix",6,132691096638166978
"C:\Users\cppmo_000\Documents\2020\Power BI\buffer wip 2020\helping others\import data from other cultures\numbers to text as culture is complicated.pbix",6,132679072922626801
"C:\Users\cppmo_000\Documents\2021\Power BI\Buffer\2021-07\Asana Report -- RestAPI - 2021-07-21.pbix",4,132721355868602462
"C:\Users\cppmo_000\Documents\2021\Power BI\Buffer\2021-02\List.Zip on culture list\Using SVG image in Power BI Measures 2020-11 -iter 2.pbix",4,132687613316181074
"C:\Users\cppmo_000\Documents\2021\Power BI\Buffer\2021-08\expand testCustom date table - Unit Rations eaten -- 2021-08-04 -- iter4.pbix",3,132744638018799813
"X:\2020-data-secondary\screen to gif\2021-08\Posh Cli\2021-08-01 - PSReadLine Autocompletes Command Names.gif.gif",3,132733780999244239
"X:\2020-data-secondary\screen to gif\2021-08\Posh Cli\2021-08-01 - VS Code open filepaths.gif.gif",3,132733780929256796
"X:\2020-data-secondary\screen to gif\2021-07\Posh CLI\2021-07-22 - PSReadLine function - parenthesis all.gif.gif",3,132731036748024259
"C:\Users\cppmo_000\Documents\2021\Power BI\others\misc\Web.Contents ⇽ Error handling - HTTP Status Codes 404 ┐2021-05-06-iter3.pbix",3,132724232298119299
"C:\Users\cppmo_000\Documents\2021\Power BI\Example Reports\Jump to Any Page Using Button Tables ┐2021-03-04.pbix",3,132690584868712347
"C:\Users\cppmo_000\Documents\2021\Power BI\Buffer\Examples\Date.ToText ⇽ custom date formatting string ┐2021-01-29.pbix",3,132688798780719970
"C:\Users\cppmo_000\Documents\2020\powershell\dump\ghtest\PowerQuery-ExampleReports\Reports\Meta\shared - metadata of globals.pbix",3,132677446475379589
"C:\Users\cppmo_000\Documents\2021_art\Power BI\Power BI - settings that affect performance - 2021-06-02.png",3,132675478119111628
"X:\2020-data-secondary\screen to gif\2021-04\Command Line\Selection using Fzf - 2021-04-23-default.gif",2,132744901194632658
"C:\Users\cppmo_000\Documents\2021\Ninmonkeys.com\WIP-articles\Dive-of-The-Week\2021-08-21 - Power Query Text Relative Position\Custom date table - Unit Rations eaten -- 2021-08-04 -- iter4.pbix",2,132744615998897352
"C:\Users\cppmo_000\Documents\2021_art\UX Concept\2021-08\Power BI\2021-08 - Cross Join - power query.svg",2,132737857897179164
"G:\2021-github-downloads\Apps\VsCode\extensions\microsoft\vscode-extension-samples\product-icon-theme-sample\icons\search-view.svg",2,132735199498644256
"C:\Users\cppmo_000\Documents\2021\Ninmonkeys.com\WIP articles\Pwsh-What-Not-To-Do\What-Not-To-Do.code-workspace",2,132731868015872299
"X:\2020-data-secondary\screen to gif\2021-04\Command Line\gh - github cli - filter Pull Request using fzf - then checkout PR - 2021-04-15.gif",2,132731677773203175
"X:\2020-data-secondary\screen to gif\2021-04\Command Line\Selection using Fzf - 2021-04-23 -- ffmpeg - noloop.gif",2,132731676900813664
"X:\2020-data-secondary\screen to gif\2021-07\Posh CLI\PSReadLine - func CaptureScreen - breaks Encoding - 2021-07-20.gif.gif",2,132731036660843399
"C:\Users\cppmo_000\Documents\2021_art\UI screenshots\2021-08\image832-1.png",2,132729235293686761
"C:\Users\cppmo_000\Documents\2021\Power BI\Buffer\2021-07\dad asana\Asana Report 2021-07 - iter1.pbix",2,132718705756681670
"C:\Users\cppmo_000\Documents\2021\Power BI\My_Github\Ninmonkey.PowerQueryLib\testing\Unit-Test-Table-Constructor-Args.pbix",2,132718669299096599
"C:\Users\cppmo_000\Documents\2021\Power BI\My_Github\Ninmonkey.PowerQueryLib\🐒 Ninmonkey.PowerQueryLib.code-workspace",2,132718247326683778
"C:\Users\cppmo_000\Documents\2021\Power BI\Buffer\2021-07\globals shared metadata combine\format-function-sketch -- Engine Function metadata - for export - #shared┐2021-07-01.pbix",2,132714364023456045
"C:\Users\cppmo_000\Documents\2021\Power BI\Solving_Forums\discord\2021-06-21 - Boolean expressions - select anyof a list.png",2,132693256775170921
"C:\Users\cppmo_000\Documents\2021\Power BI\Buffer\2021-06\DMV Queries\Source Report - DMV Queries - 2021-06.pbix",2,132692403276996462
"C:\Users\cppmo_000\Documents\2021\Excel\buffer\2021-06\Datattype ➟ Clickable Urls ➟ PQ to Excel data types - Whats New┐.xlsx",2,132691220148667001
"C:\Users\cppmo_000\Documents\2021\Ninmonkeys.com\error handling example - details and how to handle Web.Contents status code errors - 2021-05-20.pq",2,132687713277168550
"C:\Users\cppmo_000\Documents\2021\Power BI\Buffer\2021-04\example tutorial snippets\Including Data 💡 Convert all files in a directory to inline-Base64 ┐2021-04-25.pbix",2,132678383591238357
"X:\2020-data-secondary\screen to gif\2020-10\Powershell - using MenuComplete - 2020-10-02.mp4.mp4",2,132674674277111294
"X:\2020-data-secondary\screen to gif\2021-03\Command Line\PowerShell dynamic autocomplete - validate set - 2021-03-20.gif",2,132674665226472586
"X:\2020-data-secondary\screen to gif\2021-03\Command Line\PowerShell dynamic autocomplete - validate set - 2021-03-20.mp4",2,132674665200389987
"X:\2020-data-secondary\screen to gif\2020-10\powershell\autocomplete - ValidateSet using String array as parameter.mp4",2,132674664995098785
"C:\Users\cppmo_000\Documents\2021\Power BI\Buffer\2021-08\Chained Weather -- 2021-08-04.pbix",1,132748186504909417
"C:\Users\cppmo_000\Downloads\test_sheet-edit.xlsx",1,132745620883429740
"C:\Users\cppmo_000\Downloads\test_sheet.xlsx",1,132745610460580194
"C:\Users\cppmo_000\Documents\2021\Powershell\My_Gist\Gh Github Cli - Find Pull Request using Fzf, then switch to that branch\usage FindInvoke-PullRequest.ps1.gif",1,132744900517914590
"C:\Users\cppmo_000\Documents\2021\Power BI\Buffer\2021-08\2021-08-23 - UnicodeData - scrape web.pbix",1,132744630537972757
"C:\Users\cppmo_000\Documents\2021\Power BI\Buffer\2021-08\Unicode Metadata Tables - 2021-08-30.pbi -i2.pbix",1,132744630524541815
"C:\Users\cppmo_000\Documents\2021\Power BI\Buffer\2021-08\Equations Criteria- 2021-08-25 -iter1.pbix",1,132744615257918465
"C:\Users\cppmo_000\Documents\2021\Power BI\Buffer\2021-08\Sketch - Generate documenations - 2021-08-23 -iter1.pbix",1,132744615231151967
"C:\Users\cppmo_000\Documents\2021\Power BI\Buffer\2021-08\Unicode Metadata Tables - 2021-08-25.pbi.pbix",1,132743986926961766
"C:\Users\cppmo_000\Documents\2021\Power BI\Buffer\2021-08\2021-08-23 - date table merge tests -iter1.pbix",1,132742236156081920
"C:\Users\cppmo_000\Documents\2021\Ninmonkeys.com\WIP-articles\Dive-of-The-Week\2021-08-21 - Power Query Text Relative Position\2021-08-21 - Power Query Text Relative Position -iter2.pbix",1,132741968191233014
"C:\Users\cppmo_000\Documents\2021\Power BI\Buffer\2021-08\Custom date table - Unit Rations eaten -- 2021-08-04 -- iter2.pbix",1,132740630862259317
"C:\Users\cppmo_000\Downloads\UCRHelp - with power query.xlsx",1,132740460209850044
"C:\Users\cppmo_000\Downloads\DataDownloadExcel.xlsx",1,132740459442364079
"C:\Temp\gedcom",1,132740458464758430
"G:\2021-github-downloads\Power-BI\microsoft\powerbi-desktop-samples\Performance Analyzer\PerformanceAnalyzerExportReport.pbix",1,132737855832910266
"G:\2021-github-downloads\Power-BI\microsoft\powerbi-desktop-samples\Sample Reports\COVID-19 US Tracking Sample.pbix",1,132737855774046283
"G:\2021-github-downloads\Power-BI\microsoft\powerbi-desktop-samples\Sample Reports\Supply Chain Sample.pbix",1,132737854781837066
"G:\2021-github-downloads\Apps\VsCode\Core\vscode\src\vs\workbench\contrib\welcome\gettingStarted\common\media\search.svg",1,132735199498644256
"J:\vscode_port\VSCode-win32-x64-1.57.1\data\extensions\pkief.material-icon-theme-4.8.0\icons\search.svg",1,132735199498644256
"C:\Users\cppmo_000\Documents\2021\Power BI\Solving_Forums\stackoverflow\2021-02 - dynamically wrap text without breaking words.pq",1,132734543745232870
"C:\Users\cppmo_000\Documents\2021\Powershell\My_Github\Dev.Nin\Dev.Nin.code-workspace",1,132734487175171356
"X:\2020-data-secondary\screen to gif\2021-07\VS Code - Snippets - transform text - 2021-07-12.gif.gif",1,132733781297303329
"G:\2021-github-downloads\Apps\VsCode\section ┐ reference-extensions\vscode-markdown-table\images\align_column.gif",1,132733781183060860
"G:\2021-github-downloads\PowerShell\StartAutomating\EZOut\Assets\FileTreeFormatter.gif",1,132733781103146356
"C:\Users\cppmo_000\Documents\2021\Powershell\My_Github\Mini.Examples\Parsing Native Apps\Github-FindInvoke-PullRequest\FindInvoke-PullRequest.gif",1,132733781081870574
"C:\Users\cppmo_000\Documents\2020\Power BI\buffer or wip\helping others\web scraping\sixx - scrape Enum.pbix.png",1,132733672371813121
"C:\Users\cppmo_000\Documents\2020\Power BI\buffer or wip\helping others\web scraping\from discord - his scrape - Screenshot 2020-09-11 175856.png",1,132733672317094126
"G:\2020-github-downloads\powerquery\github-users\PowerQuery\Ignite2018\WWIDW-Sales.pbix",1,132732024784654603
"G:\2021-github-downloads\Power-BI\microsoft\powerbi-desktop-samples\AdventureWorks Sales Sample\AdventureWorks Sales.pbix",1,132732024736230864
"C:\Users\cppmo_000\Documents\2021\Power BI\Buffer\2021-07\Sales Custom Measure 21-08.pbix",1,132731791420806324
"X:\2020-data-secondary\screen to gif\2021-07\Posh CLI\Dev.Nin Cli\2021-07-20 - sort distinct - with elim.gif.gif",1,132731678291830750
"X:\2020-data-secondary\screen to gif\2021-07\VS Code\2021-07-22 - Snippet preview - sometimes inline.gif.gif",1,132731678194068642
"X:\2020-data-secondary\screen to gif\2021-03\Command Line\Pwsh pipe to Fzf as an inline Out-GridView - 2021-03-24.gif",1,132731677244284189
"X:\2020-data-secondary\screen to gif\2021-04\Command Line\Selection using Fzf - 2021-04-23 -- ffmpeg.gif",1,132731677026187152
"X:\2020-data-secondary\screen to gif\2021-06\Get-Help - Select from Fzf - 2021-06-20.gif.gif",1,132731676720176144
"C:\Users\cppmo_000\Documents\2021\Ninmonkeys.com\WIP articles\customization\PSReadline_Expand_Aliases_and_surround_parenthesis_CLI_-_mini_-_2021-06-10.gif.gif",1,132731036881582786
"C:\Users\cppmo_000\Documents\2021_art\UI screenshots\2021-08\Power Query - Importing from Html.Table.svgz",1,132730784420524920
"C:\Users\cppmo_000\Documents\2021\My_BufferToSave\2021-07\Pester -Custom Plugin - 2021-07-27 212524.png",1,132728216547300509
"C:\Users\cppmo_000\Documents\2021\My_BufferToSave\2021-07\summaryize command 1.png",1,132728216487679149
"C:\Users\cppmo_000\Documents\2020\ninmonkeys.com ┐ main\2021-root\to_post screenshots\VS Code - treats regex CR depending on line ending config -- part2 --  2021-04-03.png",1,132728215036392383
"C:\Users\cppmo_000\Documents\2020\powershell\MyModules_Github\ProjectsNotCopied\Ninmonkey.ConsolidateWip\Format-Hex but support utf8.png",1,132728212717228650
"C:\Users\cppmo_000\Documents\2020\powershell\Nin Lib Experiment\Toast Notifications\Toast Basics\Progress Bar.toast.png",1,132728210875166446
"C:\Users\cppmo_000\Documents\2020_art\things I will regret\waiaas\mosquito ⇽ suck ┐ 2020-08-23.png",1,132728208154765854
"C:\Users\cppmo_000\Documents\2020\work\corval-notes\2020_07\app notes\Systinternals\assets\handle - find process by pid.png",1,132728204279260252
"C:\Windows\Prefetch",1,132725749912750847
"C:\Users\cppmo_000\AppData\Local\CrashDumps\Spotify.exe.29576.dmp",1,132725749513551149
"C:\Users\cppmo_000\Documents\2021\Powershell\My_PrivateGit\Asana\Asana Reports ETL - 2021-08-02.pbix",1,132724236029321573
"J:\SteamLibrary\steamapps\common\Reshaping Mars Demo\cfgs\game\default_game\static_db\static_db_task.code-workspace",1,132721705787801182
"C:\Users\cppmo_000\AppData\Roaming\Microsoft\Windows\Recent\CustomDestinations",1,132721673504393688
"C:\Users\cppmo_000\Documents\2021\Power BI\Buffer\2021-07\Asana Report 2021-07 - iter3.pbix",1,132718812147314963
"C:\Users\cppmo_000\Documents\2021\Power BI\Buffer\2021-07\Asana Report 2021-07 - iter2.pbix",1,132718760565976437
"C:\Users\cppmo_000\Documents\2020\powershell\dump\ghtest\PowerQuery-ExampleReports\ExampleReports - Ninmonkey.PowerQueryLib.code-workspace",1,132718244482733904
"C:\Users\cppmo_000\Documents\2020\powershell\dump\ghtest\Ninmonkey.PowerQueryLib\Ninmonkey.PowerQueryLib.code-workspace",1,132718244292124465
"C:\Users\cppmo_000\SkyDrive\2021\Ninmonkeys.com\WIP articles\Power BI\template Web.Contents - 2021-02-18\Asana Report 2021-02-21.pbix",1,132718095235591793
"C:\Users\cppmo_000\Documents\2020\powershell\consolidate\2020-12\asana rest API\Asana Report 2021-02-21 -- local Json Prototype.pbix",1,132718095192828373
"C:\Users\cppmo_000\Documents\2021\Power BI\Example Reports\Cheat Sheet\Misc Cheat Sheet Functions┐🌎 WebRequestList_ToTable_Results.pq",1,132718061545627489
"C:\Users\cppmo_000\Documents\2021\Power BI\My_Github\PowerQuery-ExampleReports\Web Scraping\Web scraping questions on Stack Overflow - Html.Table scraping.pbix",1,132718052193649180
"C:\Users\cppmo_000\Documents\2021\Power BI\Buffer\2021-07\Import Json - 2021-07 -i2.pbix",1,132714420682060838
"C:\nin_temp\Import Json - 2021-07 -i2.pbix",1,132714364829737752
"C:\Users\cppmo_000\Documents\2021\Power BI\Buffer\2021-07\Import Json - 2021-07.pbix",1,132713995522787402
"C:\Users\cppmo_000\Documents\2021\work\corval-notes\2020\powershell -- WIP\profiles\dotfiles\Readme - Jake - config notes for .ripgreprc.md",1,132707625649387308
"X:\2020-data-secondary\screen to gif\2021-07\Posh CLI\Invoke-PSF - Show Commands and Docs - i2 - faster - 2021-07-20.gif.gif",1,132704439203784046
"X:\2020-data-secondary\screen to gif\2021-07\Posh CLI\Invoke-PSF - Show Commands and Docs - 2021-07-20.gif.gif",1,132704439082546036
"X:\2020-data-secondary\screen to gif\2021-07\Posh CLI\Invoke-PSF - complete parameter names - 2021-07-20.gif.gif",1,132704438971892066
"G:\2021-github-downloads\PowerShell\Jaykul\EzTheme\resources\EzTheme.gif",1,132704438784103769
"C:\Users\cppmo_000\Documents\2021\Power BI\Buffer\2021-07\globals shared metadata combine\Right - shared - metadata of globals.pbix",1,132699152839306666
"C:\Users\cppmo_000\Documents\2021\Power BI\Buffer\2021-07\globals shared metadata combine\format-function-sketch -- Engine Function metadata - for export - #shared┐2021-04-08.pbix",1,132699150998610714
"C:\Users\cppmo_000\AppData\Roaming\Mozilla\Firefox\Profiles\xj9ofpg2.nin8\datareporting\archived\2020-12\1609448662561.47d5f3d6-4c1b-44bf-94a1-185e68882523.new-profile.jsonlz4",1,132698200483109747
"C:\Users\cppmo_000\Documents\2021\reporting_bugs",1,132693253098041279
"C:\Users\cppmo_000\Documents\2021\Power BI\Solving_Forums\discord\2021-06-21 - Boolean expressions - select anyof a list.pbix",1,132693240141827217
"C:\Users\cppmo_000\Documents\2021\Power BI\Solving_Forums\discord\a.pbix",1,132693213848923705
"C:\Users\cppmo_000\Documents\2021\Powershell\My_Github\Ninmonkey.Power-BI\Experimenting With Tracing - 2021-06-20.pbix",1,132692139654945392
"C:\Users\cppmo_000\Documents\2021\Excel\other\Text ➟ Movie datatype ➟ queries properties from Wolfram imdb ┐ 2021-04-29.xlsx",1,132691220165700488
"C:\Users\cppmo_000\Documents\2021\Power BI\Solving_Forums\discord\2021_06_20 -- force column names.pbix",1,132690632685185333
"C:\Users\cppmo_000\Documents\2020\Power BI\buffer or wip\styles -- button styles when inactive drilldown.pbix",1,132690584421616218
"C:\Users\cppmo_000\Documents\2021\Power BI\Buffer\2021-06\globals shared metadata combine\format-function-sketch -- Engine Function metadata - for export - #shared┐2021-04-08.pbix",1,132689723826288864
"C:\Users\cppmo_000\Documents\2021\Power BI\Example Reports\Cheat Sheet\Misc Cheat Sheet Functions.pbix",1,132687706680687941
"C:\Users\cppmo_000\Documents\2020\dotfiles\purchase\Purchase Log 2020-11 -iter2.xlsx",1,132687182388888268
"C:\Users\cppmo_000\Documents\2021\self\purchase log\Purchase Log 2021-05 -iter1.xlsx",1,132687182109502880
"C:\Users\cppmo_000\SkyDrive\2021\Power BI\Buffer\2021-02\mini\InspectBinary bytes and text encoding - util - 2021-02-14.pbix",1,132686861954254138
"C:\Users\cppmo_000\Documents\2021\Power BI\Buffer\2021-06\dead cells stat growth 2021-06-04.pbix",1,132679907572067998
"C:\Users\cppmo_000\Documents\2020\Power BI\buffer or wip\images in DAX\Images in DAX.pbix",1,132679092432425176
"C:\Users\cppmo_000\Documents\2021_art\Power BI\Power BI - settings that affect performance - 2021-06-02.xcf",1,132675465526559546
"C:\Users\cppmo_000\Documents\2020\powershell\consolidate\2020-12\dynamic complete example without validateset 2021-01-07.ps1",1,132674671188199600
"C:\Users\cppmo_000\Documents\2021\dotfiles_git\vscode\settings_global\nin10_desktop\insiders ⇢ settings.json ⇢ nin10┐2021-06-02.json",1,132674139929970326
"C:\Users\cppmo_000\Documents\2020\powershell\consolidate\2020-12\asana rest API\Asana Powershell Examples iter0.md",1,132672930908070631
"C:\Users\cppmo_000\Documents\2020\powershell\consolidate\2020-12\asana rest API\Asana Powershell Examples.md",1,132672930908070631
"C:\Users\cppmo_000\Documents\2020\powershell\dump\asana.pq",1,132672930908070631
